F5_6,F5_107,F5_54,F5_36,F5_37,F5_39,F5_55,ARPT_NAME,CITY,ST_PR,J5_3,J5_5,J5_6,J5_7,J5_8,J5_10,PRECISION,J5_12,J5_39,J5_14,J5_15,F5_14,F5_179,F5_197,CHRT_IDX,CLNK_IDX
LGKL,KLX,8800,N37040600,E022013100,E004.0,26,KALAMATA,KALAMATA,,GRC,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,J,-2:00=UTC,LG,Y,WGE,39440,39009
LGKO,KGS,7800,N36474100,E027052800,E005.0,412,IPPOKRATIS,KOS,,GRC,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,N,Y,Y,Y,-2:00=UTC,LG,Y,WGE,39459,39043
LGKP,AOK,7800,N35251600,E027084500,E005.0,66,KARPATHOS,KARPATHOS,,GRC,NNNNNNNNNYNNNN,NNNNN,NNNN,,N,N,N,Y,Y,-2:00=UTC,LG,Y,WGE,39479,39073
LGKR,CFU,7700,N39360700,E019544400,E004.0,5,IOANNIS KAPODISTRIAS,KERKIRA,,GRC,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,N,Y,Y,Y,-2:00=UTC,LG,Y,WGE,39485,39089
LGKV,KVA,9800,N40545000,E024371100,E005.0,18,MEGAS ALEXANDROS,KAVALA,,GRC,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,N,Y,Y,Y,-2:00=UTC,LG,Y,WGE,39556,39211
LGKZ,KZI,5900,N40170900,E021503000,E005.0,2059,FILIPPOS,KOZANI,,GRC,NNNNNNNNNNNNNN,NNNNN,NNNN,Y,N,N,Y,N,Y,-2:00=UTC,LG,Y,WGE,39577,39256
LGLM,LXS,9800,N39550200,E025141100,E005.0,14,IFAISTOS,LIMNOS,,GRC,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,N,Y,Y,Y,-2:00=UTC,LG,Y,WGE,39584,39268
LGLR,LRA,11900,N39390100,E022275500,E004.0,243,LARISSA,LARISSA,,GRC,NNNYNNYNNNNNNN,NNNNN,NNNN,Y,Y,Y,Y,N,M,-2:00=UTC,LG,Y,WGE,39593,39290
LGMK,JMK,6200,N37261400,E025205000,E004.0,405,MIKONOS,MIKONOS,,GRC,NNNYNNNNNYNNNN,NNNNN,NNNN,,N,N,Y,Y,Y,-2:00=UTC,LG,Y,WGE,39645,39366
LGML,MLO,3500,N36414900,E024283700,E005.0,17,MILOS,MILOS,,GRC,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,N,N,Y,-2:00=UTC,LG,Y,WGE,39668,39428
LGMT,MJT,7800,N39032800,E026355500,E005.0,60,ODYSSEAS ELYTIS,MITILINI,,GRC,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,N,Y,Y,Y,-2:00=UTC,LG,Y,WGE,39672,39432
LGPZ,PVK,9400,N38553200,E020455400,E004.0,11,AKTION,PREVEZA,,GRC,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,Y,Y,Y,Y,J,-2:00=UTC,LG,Y,WGE,39685,39451
LGRP,RHO,10800,N36241900,E028051000,E005.0,19,DIAGORAS,RODOS,,GRC,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,Y,-2:00=UTC,LG,Y,WGE,39711,39495
LGRX,GPA,10900,N38090400,E021253200,E004.0,46,ARAXOS,ARAXOS,,GRC,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,N,Y,Y,J,-2:00=UTC,LG,Y,WGE,39771,39656
LGSA,CHQ,10900,N35315300,E024090400,E005.0,490,IOANNIS DASKALOGIANNIS,CHANIA,,GRC,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,J,-2:00=UTC,LG,Y,WGE,39780,39690
LGSK,JSI,5300,N39103900,E023301300,E004.0,54,ALEXANDROS PAPADIAMANDIS,SKIATHOS,,GRC,NNNNNNNNNYNNNN,NNNNN,NNNN,,N,N,Y,Y,Y,-2:00=UTC,LG,Y,WGE,39820,39785
LGSM,SMI,6700,N37412100,E026544400,E005.0,19,ARISTARCHOS OF SAMOS,SAMOS,,GRC,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,N,Y,Y,Y,-2:00=UTC,LG,Y,WGE,39828,39801
LGSO,JSY,3500,N37252300,E024570000,E005.0,236,DIMITRIOS VIKELAS,SYROS,,GRC,NNNYNNNNNYNNNN,NNNNN,NNNN,,N,N,N,Y,Y,-2:00=UTC,LG,Y,WGE,39838,39810
LGSR,JTR,7200,N36235700,E025284500,E005.0,123,SANTORINI,SANTORINI,,GRC,NNNNNNNYNNNNNN,NNNNN,NNNN,Y,N,N,Y,Y,Y,-2:00=UTC,LG,Y,WGE,39841,39813
LGST,JSH,6800,N35125800,E026060400,E004.0,376,VITSENTZOS KORNAROS,SITIA,,GRC,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,N,Y,Y,Y,-2:00=UTC,LG,Y,WGE,39862,39848
LGSY,SKU,9800,N38580300,E024291500,E005.0,44,SKIROS,SKIROS,,GRC,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,N,Y,N,J,-2:00=UTC,LG,Y,WGE,39873,39871
LGTG,,9500,N38202300,E023335300,E004.0,495,TANAGRA,TANAGRA,,GRC,NNNYNYYNNNNNYN,NNNNN,NNNN,Y,Y,Y,Y,N,M,-2:00=UTC,LG,Y,WGE,39880,39882
LGTL,,8800,N35113500,E025194500,E004.0,1180,KASTELI,KASTELI,,GRC,NNNNNNNNNNNNNN,YNNNN,NNNN,,Y,Y,Y,N,M,-2:00=UTC,LG,Y,WGE,39897,
LGTS,SKG,11200,N40311100,E022581530,E005.0,22,MAKEDONIA,THESSALONIKI,,GRC,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,Y,-2:00=UTC,LG,Y,WGE,39903,39923
LGZA,ZTH,7300,N37450400,E020530300,E004.0,16,DIONISIOS SOLOMOS,ZAKINTHOS,,GRC,NNNNNNNNNYNNNN,NNNNN,NNNN,,N,N,Y,Y,Y,-2:00=UTC,LG,Y,WGE,39956,40028
LHBC,,4200,N46410000,E021094500,E004.0,286,BEKESCSABA,BEKESCSABA,,HUN,NNNYNNNNNYNNNN,NNNNN,YYNN,,N,N,N,Y,Y,-1:00=UTC,LH,Y,WGE,39979,40085
LHBP,BUD,12100,N47262200,E019154300,E005.0,496,LISZT FERENC INTL,BUDAPEST,,HUN,NNNYNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,N,Y,Y,-1:00=UTC,LH,Y,WGE,39984,40091
LHDC,DEB,8200,N47292000,E021365500,E006.0,361,DEBRECEN INTL,DEBRECEN,,HUN,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,N,Y,Y,-1:00=UTC,LH,Y,WGE,40043,40163
LHKE,,8100,N46550300,E019445700,E005.0,379,KECSKEMET,KECSKEMET,,HUN,NNNNNNNNNYNNNN,NNNNN,NNNN,,N,Y,Y,Y,M,-1:00=UTC,LH,Y,WGE,40053,40177
LHNY,,3200,N47584600,E021413200,E006.0,338,NYIREGYHAZA,NYIREGYHAZA,,HUN,NNNYNNNNNYNNNN,NNNNN,YYNN,Y,N,N,N,Y,Y,-1:00=UTC,LH,Y,WGE,40073,40203
LHPA,,7800,N47215000,E017300200,E005.0,481,PAPA,PAPA,,HUN,NNNNNNNNNYNNNN,NNNNN,NNNN,,N,Y,Y,Y,M,-1:00=UTC,LH,Y,WGE,40081,40212
LHPP,PEV,4900,N45592100,E018143200,E003.0,651,POGANY,PECS,,HUN,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,N,Y,Y,-1:00=UTC,LH,Y,WGE,40097,40221
LHPR,QGY,6600,N47373800,E017483000,E005.0,426,GYOR-PER,GYOR-PER,,HUN,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,N,Y,Y,-1:00=UTC,LH,Y,WGE,40102,40225
LHSM,SOB,8200,N46411100,E017093300,E005.0,408,HEVIZ-BALATON,HEVIZ,,HUN,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,N,Y,Y,-1:00=UTC,LH,Y,WGE,40110,40238
LHSN,,6500,N47072200,E020140800,E005.0,292,SZOLNOK,SZOLNOK,,HUN,NNNYNNNNNYNNNN,NNNNN,NNNN,,N,Y,Y,Y,M,-1:00=UTC,LH,Y,WGE,40119,40250
LIBA,,8700,N41321800,E015425100,E004.0,185,AMENDOLA,AMENDOLA,,ITA,NNNNNNNNNNNNNN,NNYNN,NNNN,,Y,Y,Y,N,M,-1:00=UTC,LI,Y,WGE,40131,40256
LIBC,CRV,6500,N38594800,E017044500,E004.0,522,CROTONE,CROTONE,,ITA,NNNNNNNNNPNNNN,NNNNN,NNNN,Y,N,N,Y,Y,Y,-1:00=UTC,LI,Y,WGE,40147,40289
LIBD,BRI,9800,N41081700,E016455400,E004.0,193,PALESE,BARI,,ITA,NNNYNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,40169,40334
LIBF,FOG,5600,N41260000,E015320500,E004.0,267,GINO LISA,FOGGIA,,ITA,NNNYNNNNNYNNNN,NNNNN,YYNN,Y,N,N,Y,R,Y,-1:00=UTC,LI,Y,WGE,40218,40435
LIBG,TAR,10400,N40310200,E017235900,E004.0,214,GROTTAGLIE,TARANTO,,ITA,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,40226,40446
LIBN,LCC,6200,N40142000,E018080000,E004.0,157,GALATINA,LECCE,,ITA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,Y,Y,N,M,-1:00=UTC,LI,Y,WGE,40240,40468
LIBP,PSR,7900,N42261400,E014111400,E004.0,48,PESCARA,PESCARA,,ITA,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,40262,40518
LIBR,BDS,10000,N40393800,E017565300,E004.0,46,CASALE,BRINDISI,,ITA,NNNYNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,40301,40585
LIBV,,9800,N40461092,E016555886,E004.0,1186,GIOIA DEL COLLE,GIOIA DEL COLLE,,ITA,NNNNNNNNNYNNNN,NNNNN,NNNN,,N,Y,Y,Y,M,-1:00=UTC,LI,Y,WGE,40329,40636
LICA,SUF,9800,N38543000,E016143000,E004.0,46,LAMEZIA TERME,LAMEZIA TERME,,ITA,NNNNNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,40366,40688
LICB,CIY,8300,N36594500,E014363200,E002.0,756,COMISO,COMISO,,ITA,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,40402,40754
LICC,CTA,7900,N37280000,E015035000,E003.0,39,FONTANAROSSA,CATANIA,,ITA,NNNNNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,40414,40771
LICD,LMP,5800,N35295300,E012370600,E003.0,66,LAMPEDUSA,LAMPEDUSA,,ITA,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,N,Y,Y,Y,-1:00=UTC,LI,Y,WGE,40462,40867
LICG,PNL,5600,N36484700,E011573900,E003.0,629,PANTELLERIA,PANTELLERIA,,ITA,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,N,Y,Y,M,-1:00=UTC,LI,Y,WGE,40480,40884
LICJ,PMO,10900,N38105500,E013055800,E003.0,65,PUNTA RAISI,PALERMO,,ITA,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,40503,40921
LICR,REG,6700,N38041900,E015391300,E002.0,95,REGGIO CALABRIA,REGGIO CALABRIA,,ITA,NNNYNNNNNYNNNN,NNNNN,YYNN,Y,N,N,Y,Y,Y,-1:00=UTC,LI,Y,WGE,40548,41006
LICT,TPS,8800,N37544300,E012293600,E002.0,26,BIRGI,TRAPANI,,ITA,NNNNNNNNNNNNNN,NYYNN,NNNN,Y,Y,Y,Y,Y,M,-1:00=UTC,LI,Y,WGE,40578,41049
LICZ,NSY,8000,N37242121,E014552604,E003.0,80,SIGONELLA,SIGONELLA,,ITA,NNNNNNNNNNNNNY,NNNNN,NNNN,,Y,Y,Y,Y,M,-1:00=UTC,LI,Y,WGE,40600,41116
LIDT,,3700,N46012400,E011073000,E003.0,610,MATTARELLO,TRENTO,,ITA,NNNYNNNNNYNNNN,NNNNN,NNNN,,N,Y,N,N,Y,-1:00=UTC,LI,Y,WGE,40644,
LIEA,AHO,9800,N40375200,E008171900,E002.0,87,FERTILIA,ALGHERO,,ITA,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,40655,41217
LIED,DCI,9700,N39211200,E008582100,E001.0,100,DECIMOMANNU,DECIMOMANNU,,ITA,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,N,Y,N,M,-1:00=UTC,LI,Y,WGE,40690,41306
LIEE,CAG,9100,N39145000,E009032200,E003.0,11,ELMAS,CAGLIARI,,ITA,NNNYNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,P,Y,Y,-1:00=UTC,LI,Y,WGE,40724,41382
LIEO,OLB,8900,N40535500,E009310400,E003.0,37,COSTA SMERALDA,OLBIA,,ITA,NNNYNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,N,Y,Y,-1:00=UTC,LI,Y,WGE,40770,41472
LIKC,,0,N46213800,E011020000,E003.0,2138,CLES HOSPITAL,CLES,,ITA,NNNNNNNNNNNNNN,NNNNN,NNNN,U,N,Y,N,N,Y,-1:00=UTC,LI,Y,WGE,40810,
LIMC,MXP,12800,N45374800,E008432300,E003.0,768,MALPENSA,MILAN,,ITA,NNNNNNNNNYNNNN,NNNNN,NNYY,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,40814,41565
LIME,BGY,9400,N45400800,E009420100,E003.0,782,ORIO AL SERIO,BERGAMO,,ITA,NNNYNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,40927,41667
LIMF,TRN,10800,N45120900,E007385800,E002.0,989,CASELLE,TORINO,,ITA,NNNYNNNNNYNNNN,PNNNN,YYNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,40979,41696
LIMG,ALL,4600,N44024500,E008073200,E003.0,149,RIVIERA,ALBENGA,,ITA,NNNYNNYNNYNNNN,NNNNN,NNNN,Y,N,N,Y,Y,Y,-1:00=UTC,LI,Y,WGE,41020,41750
LIMJ,GOA,9500,N44244800,E008501500,E003.0,13,SESTRI,GENOA,,ITA,NNNYNNNNNYNNNN,YNNNN,YYNN,Y,N,Y,N,Y,Y,-1:00=UTC,LI,Y,WGE,41028,41758
LIML,LIN,8000,N45265800,E009164200,E003.0,353,LINATE,MILAN,,ITA,NNNNNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,41069,41837
LIMN,,9200,N45315200,E008395500,E003.0,585,CAMERI,CAMERI,,ITA,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,Y,Y,Y,N,M,-1:00=UTC,LI,Y,WGE,41126,41892
LIMP,PMF,6900,N44492000,E010174300,E003.0,161,PARMA,PARMA,,ITA,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,41136,41901
LIMS,QPZ,8400,N44545200,E009432100,E002.0,454,PIACENZA,PIACENZA,,ITA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,Y,M,-1:00=UTC,LI,Y,WGE,41150,41915
LIMW,AOT,4900,N45441800,E007220300,E001.0,1796,AOSTA,AOSTA,,ITA,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,N,Y,Y,Y,-1:00=UTC,LI,Y,WGE,41173,
LIMZ,CUF,6800,N44325100,E007372300,E002.0,1267,LEVALDIGI,CUNEO,,ITA,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,41175,41936
LIPA,AVB,8500,N46014826,E012355582,E002.0,413,AVIANO AB,AVIANO,,ITA,NNNNNNNNNYNNNN,YNNNN,NNNN,,Y,Y,Y,Y,M,-1:00=UTC,LI,Y,WGE,41197,41966
LIPB,BZO,4600,N46273700,E011193500,E003.0,787,BOLZANO,BOLZANO,,ITA,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,N,Y,Y,Y,-1:00=UTC,LI,Y,WGE,41212,41986
LIPC,,10000,N44131836,E012190322,E002.0,18,CERVIA,CERVIA,,ITA,NNNNNNNNNYNNNN,NYYNN,NNNN,,N,Y,Y,N,M,-1:00=UTC,LI,Y,WGE,41229,41999
LIPE,BLQ,9100,N44315100,E011174900,E003.0,123,BORGO PANIGALE,BOLOGNA,,ITA,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,41247,42030
LIPH,TSF,7900,N45390300,E012115200,E004.0,59,S.ANGELO,TREVISO,,ITA,NNNNNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,41301,42111
LIPI,,8300,N45585049,E013025964,E003.0,179,RIVOLTO,UDINE,,ITA,NNNNNNNNNYNNNN,NNYNN,NNNN,Y,Y,Y,Y,N,M,-1:00=UTC,LI,Y,WGE,41320,42147
LIPK,FRL,8400,N44114400,E012041100,E003.0,98,FORLI,FORLI,,ITA,NNNNNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,Y,N,Y,-1:00=UTC,LI,Y,WGE,41334,42167
LIPL,,10100,N45255700,E010160600,E003.0,333,GHEDI,GHEDI,,ITA,NNNNNNNNNYNNNN,NYYNN,NNNN,,Y,Y,Y,Y,M,-1:00=UTC,LI,Y,WGE,41347,42198
LIPO,VBS,9800,N45254400,E010195000,E003.0,356,MONTICHIARI,BRESCIA,,ITA,NNNNNNNNNYNNNN,NNNNN,NNNN,,N,Y,N,Y,Y,-1:00=UTC,LI,Y,WGE,41361,42208
LIPQ,TRS,9800,N45493900,E013282000,E002.0,40,RONCHI DEI LEGIONARI,TRIESTE,,ITA,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,41396,42273
LIPR,RMI,9700,N44011000,E012363400,E003.0,41,RIMINI,RIMINI,,ITA,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,J,-1:00=UTC,LI,Y,WGE,41430,42321
LIPS,,8600,N45410400,E012051400,E004.0,136,ISTRANA,TREVISO,,ITA,NNNNNNNNNYNNNN,NYYNN,NNNN,,Y,Y,Y,Y,M,-1:00=UTC,LI,Y,WGE,41458,42380
LIPV,,3200,N45254400,E012231600,E004.0,13,LIDO,VENICE,,ITA,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,N,N,Y,Y,-1:00=UTC,LI,Y,WGE,41469,
LIPX,VRN,10000,N45234700,E010531600,E003.0,240,VILLAFRANCA,VERONA,,ITA,NNNNNNNNNYNNNN,NYNNN,NNNN,Y,Y,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,41471,42389
LIPY,AOI,9700,N43370000,E013213700,E004.0,50,FALCONARA,ANCONA,,ITA,NNNNNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,41498,42427
LIPZ,VCE,10800,N45301900,E012210700,E003.0,7,TESSERA,VENICE,,ITA,NNNNNNNNNYNNNY,NNNNN,YNNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,41529,42463
LIRA,CIA,7200,N41475800,E012355000,E003.0,427,CIAMPINO,ROME,,ITA,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,41584,42523
LIRE,,9700,N41393374,E012264256,E003.0,44,PRATICA DI MARE,PRATICA DI MARE,,ITA,NNNNNNNNNYNNNN,NYYNN,NNNN,,Y,Y,Y,Y,M,-1:00=UTC,LI,Y,WGE,41631,42575
LIRF,FCO,12800,N41480100,E012142000,E003.0,14,FIUMICINO,ROME,,ITA,NNNNNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,41652,42630
LIRH,QFR,4600,N41385400,E013174100,E002.0,632,FROSINONE,FROSINONE,,ITA,NNNNNNNNNYNNNN,NNNNN,NNNN,,Y,N,Y,N,M,-1:00=UTC,LI,Y,WGE,41753,
LIRI,QSR,5400,N40371200,E014544500,E004.0,119,PONTECAGNANO,SALERNO,,ITA,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,N,Y,R,Y,-1:00=UTC,LI,Y,WGE,41758,42768
LIRL,,5600,N41324886,E012542975,E002.0,95,LATINA,LATINA,,ITA,NNNYNNNNNYNNNN,YNNNN,YNNN,,N,Y,Y,N,M,-1:00=UTC,LI,Y,WGE,41769,42789
LIRM,QTC,9700,N41033500,E014045300,E002.0,31,GRAZZANISE,GRAZZANISE,,ITA,NNNNNNNNNYNNNN,NYYNN,NNNN,,Y,Y,P,N,M,-1:00=UTC,LI,Y,WGE,41781,42819
LIRN,NAP,8600,N40530400,E014172700,E004.0,294,CAPODICHINO,NAPLES,,ITA,NNNYNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,41797,42852
LIRP,PSA,9800,N43405800,E010234400,E003.0,6,SAN GIUSTO,PISA,,ITA,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,J,-1:00=UTC,LI,Y,WGE,41838,42912
LIRQ,FLR,5100,N43483100,E011121000,E002.0,142,PERETOLA,FLORENCE,,ITA,NNNPNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,41886,42980
LIRS,GRS,9800,N42453509,E011041883,E003.0,20,GROSSETO,GROSSETO,,ITA,NNNNNNNNNNNNNN,NYYNN,NNNN,Y,Y,Y,N,Y,M,-1:00=UTC,LI,Y,WGE,41911,43032
LIRZ,PEG,7200,N43055000,E012303700,E003.0,697,SAN FRANCESCO,PERUGIA,,ITA,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,Y,-1:00=UTC,LI,Y,WGE,41921,43056
LJCE,,9800,N45540000,E015314900,E004.0,503,CERKLJE OB KRKI,CERKLJE OB KRKI,,SVN,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,J,-1:00=UTC,LJ,N,WGE,41935,43080
LJLJ,LJU,10800,N46132800,E014272200,E004.0,1274,BRNIK,LJUBLJANA,,SVN,NNNYNNNNNYNNNN,NNNNN,NNYY,Y,N,Y,N,Y,Y,-1:00=UTC,LJ,Y,WGE,41957,43101
LJMB,MBX,8200,N46284800,E015411000,E004.0,876,OREHOVA VAS,MARIBOR,,SVN,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,N,Y,Y,-1:00=UTC,LJ,Y,WGE,41982,43130
LJPZ,POW,3900,N45282400,E013365400,E004.0,7,SECOVLJE,PORTOROZ,,SVN,NNNYNNNNNYNNNN,NNNNN,YYNN,Y,N,N,N,Y,Y,-1:00=UTC,LJ,Y,WGE,42000,43152
LKCS,JCL,8200,N48564700,E014253900,E005.0,1417,CESKE BUDEJOVICE,CESKE BUDEJOVICE,,CZE,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,N,Y,Y,-1:00=UTC,LK,Y,WGE,42013,43177
LKCV,,7800,N49562243,E015225496,E004.0,794,CASLAV,CASLAV,,CZE,NNNNNNNNNNNNNN,NNNNN,YYNN,,N,Y,N,Y,M,-1:00=UTC,LK,Y,WGE,42024,43198
LKKB,,6500,N50071692,E014323710,E005.0,939,KBELY,KBELY,,CZE,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,Y,N,Y,M,-1:00=UTC,LK,Y,WGE,42036,43217
LKKU,UHE,6500,N49014600,E017262300,E005.0,581,KUNOVICE,KUNOVICE,,CZE,NNNYNNNNNYNNNN,NNNNN,YYNN,Y,N,N,N,Y,Y,-1:00=UTC,LK,Y,WGE,42045,43224
LKKV,KLV,7000,N50121100,E012545400,E004.0,1989,KARLOVY VARY,KARLOVY VARY,,CZE,NNNYNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,N,Y,Y,-1:00=UTC,LK,Y,WGE,42052,43238
LKMT,OSR,11500,N49414600,E018063900,E005.0,844,MOSNOV,OSTRAVA,,CZE,NNNYNNNNNNNNNN,NNNNN,YYNN,Y,N,Y,N,Y,Y,-1:00=UTC,LK,Y,WGE,42066,43270
LKNA,,7800,N49095835,E016072778,E005.0,1547,NAMEST,NAMEST,,CZE,NNNNNNNNNNNNNN,YNNNN,NNNN,,N,Y,N,Y,M,-1:00=UTC,LK,Y,WGE,42089,43306
LKPD,PED,8200,N50004845,E015441886,E004.0,741,PARDUBICE,PARDUBICE,,CZE,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,N,Y,J,-1:00=UTC,LK,Y,WGE,42102,43321
LKPR,PRG,12100,N50060300,E014153600,E005.0,1234,RUZYNE,PRAGUE,,CZE,NNNYNNNNNYNNNN,NNNNN,NNYY,Y,N,Y,N,Y,Y,-1:00=UTC,LK,Y,WGE,42118,43345
LKTB,BRQ,8600,N49090500,E016413800,E005.0,778,TURANY,BRNO,,CZE,NNNYNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,N,Y,Y,-1:00=UTC,LK,Y,WGE,42172,43412
LKVO,VOD,8200,N50130000,E014234400,E005.0,919,VODOCHODY,PRAGUE,,CZE,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,N,Y,Y,-1:00=UTC,LK,Y,WGE,42193,43442
LLBG,TLV,13300,N32003400,E034530800,E005.0,134,BEN GURION,TEL AVIV,,ISR,NNNYNNNNNYNNNN,NNNNN,NNYY,Y,N,Y,Y,Y,Y,-2:00=UTC,LL,Y,WGE,42207,43460
LLER,ETM,11800,N29433800,E035005100,E005.0,288,ILAN AND ASAF RAMON,EILAT,,ISR,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,Y,-2:00=UTC,LL,Y,WGE,42257,43521
LLHA,HFA,4300,N32483000,E035023400,E005.0,28,URI MICHAELI,HAIFA,,ISR,NNNYNNNNNPNNNN,NNNNN,NNNN,,N,N,Y,Y,J,-2:00=UTC,LL,Y,WGE,42277,43533
LMML,MLA,10900,N35512715,E014283878,E003.0,297,LUQA,MALTA,,MLT,NNNYNNNNNYNNNN,NNNNN,NNYY,Y,N,Y,Y,Y,Y,-1:00=UTC,LM,Y,WGE,42282,43535
LOAN,,3500,N47503600,E016153700,E005.0,896,WIENER NEUSTADT/OST,WIENER NEUSTADT/OST,,AUT,NNNYNNYNNYNNNN,NNNNN,NNYY,Y,N,N,N,Y,Y,-1:00=UTC,LO,Y,WGE,42310,43565
LOAV,,3100,N47575200,E016153400,E005.0,767,VOSLAU,VOSLAU,,AUT,NNNYNNYNNYNNNN,NNNNN,YYNN,Y,N,N,N,Y,Y,-1:00=UTC,LO,Y,WGE,42316,43567
